TicketNumber,Latitude,Longitude,Zip,ClassificationType,CensusTract,CensusBlock,CountyName,Date,Time,Hour,CensusTract_2010,CensusBlock_2010,CountyName_2010,GEOID_2010,CensusTract_2010_ID,CensusTract_2010_NAME,CensusBlock_2010_ID,CensusBlock_2010_NAME
WL19010588,41.03575,-73.86528,10533,M,113.0,4015,Westchester County,09/10/2019,10:57 AM,10 AM,113,4015,Westchester County,361190113004015,011300,Census Tract 113,4015,Block 4015
WL19010622,41.0264,-73.78412,10606,M,91.0,2003,Westchester County,09/11/2019,08:13 AM,08 AM,91,2003,Westchester County,361190091002003,009100,Census Tract 91,2003,Block 2003
WL19010625,40.9441,-73.74502,10543,M,72.0,5009,Westchester County,09/11/2019,10:28 AM,10 AM,72,5009,Westchester County,361190072005009,007200,Census Tract 72,5009,Block 5009
WL19010997,40.96053,-73.68665,10580,M,76.0,3007,Westchester County,09/19/2019,10:31 AM,10 AM,76,3007,Westchester County,361190076003007,007600,Census Tract 76,3007,Block 3007
WL19011060,40.94103,-73.82635,10708,M,47.0,2030,Westchester County,09/20/2019,10:50 AM,10 AM,47,2030,Westchester County,361190047002030,004700,Census Tract 47,2030,Block 2030
WL19011075,40.984159999999996,-73.88071,10706,M,103.0,2005,Westchester County,09/20/2019,01:09 PM,01 PM,103,2005,Westchester County,361190103002005,010300,Census Tract 103,2005,Block 2005
WL19011272,41.13798,-73.85739000000001,10510,M,132.01,2016,Westchester County,09/25/2019,02:49 PM,02 PM,132.01,2016,Westchester County,361190132012016,013201,Census Tract 132.01,2016,Block 2016
WL19011352,41.16382,-73.77702,10514,M,131.04,3021,Westchester County,09/27/2019,11:17 AM,11 AM,131.04,4015,Westchester County,361190131044015,013104,Census Tract 131.04,4015,Block 4015
WL19011381,41.06503,-73.85259,10591,M,114.01,2002,Westchester County,09/27/2019,02:44 PM,02 PM,114,2002,Westchester County,361190114002002,011400,Census Tract 114,2002,Block 2002
WL19011463,40.91451,-73.89688000000001,10705,M,13.05,4002,Westchester County,09/29/2019,09:54 AM,09 AM,13.03,4002,Westchester County,361190013034002,001303,Census Tract 13.03,4002,Block 4002
WL19011595,40.93615,-73.79245999999999,10804,M,67.0,3043,Westchester County,10/02/2019,01:18 PM,01 PM,67,3043,Westchester County,361190067003043,006700,Census Tract 67,3043,Block 3043
WL19011667,41.00832,-73.69051999999999,10573,M,83.02,4030,Westchester County,10/04/2019,11:20 AM,11 AM,83.02,4030,Westchester County,361190083024030,008302,Census Tract 83.02,4030,Block 4030
WL19011719,41.04609,-73.78983000000001,10603,M,109.02,4025,Westchester County,10/05/2019,01:23 PM,01 PM,109.02,4025,Westchester County,361190109024025,010902,Census Tract 109.02,4025,Block 4025
WL19011912,40.963840000000005,-73.80527,10709,M,50.02,3013,Westchester County,10/10/2019,03:34 PM,03 PM,50.02,3013,Westchester County,361190050023013,005002,Census Tract 50.02,3013,Block 3013
WL19012048,41.1662,-73.77858,10514,M,131.04,3021,Westchester County,10/13/2019,06:02 PM,06 PM,131.04,3021,Westchester County,361190131043021,013104,Census Tract 131.04,3021,Block 3021
WL19012163,40.91132,-73.88899,10705,M,13.02,3000,Westchester County,10/15/2019,06:05 PM,06 PM,13.02,3000,Westchester County,361190013023000,001302,Census Tract 13.02,3000,Block 3000
WL19012182,40.93436,-73.84828,10708,M,22.04,3010,Westchester County,10/16/2019,10:35 AM,10 AM,22.04,3010,Westchester County,361190022043010,002204,Census Tract 22.04,3010,Block 3010
WL19012288,41.01797,-73.75686,10605,M,97.02,1003,Westchester County,10/18/2019,01:57 PM,01 PM,97.02,1003,Westchester County,361190097021003,009702,Census Tract 97.02,1003,Block 1003
WL19012578,41.03174,-73.68545,10573,M,83.02,3028,Westchester County,10/24/2019,02:24 PM,02 PM,83.02,3028,Westchester County,361190083023028,008302,Census Tract 83.02,3028,Block 3028
WL19012606,41.02704,-73.68682,10573,M,83.02,2001,Westchester County,10/25/2019,11:10 AM,11 AM,83.02,2001,Westchester County,361190083022001,008302,Census Tract 83.02,2001,Block 2001
WL19012629,40.96669,-73.77363000000001,10804,M,68.02,2001,Westchester County,10/25/2019,03:33 PM,03 PM,68.02,2001,Westchester County,361190068022001,006802,Census Tract 68.02,2001,Block 2001
WL19012658,40.90537,-73.81209,10803,M,54.0,2025,Westchester County,10/26/2019,02:33 PM,02 PM,54,2025,Westchester County,361190054002025,005400,Census Tract 54,2025,Block 2025
WL19012684,40.92349,-73.83197,10552,M,39.0,1010,Westchester County,10/27/2019,02:15 PM,02 PM,39,1010,Westchester County,361190039001010,003900,Census Tract 39,1010,Block 1010
WL19012716,41.00829,-73.78643000000001,10583,M,100.0,3008,Westchester County,10/28/2019,11:00 AM,11 AM,100,3008,Westchester County,361190100003008,010000,Census Tract 100,3008,Block 3008
WL19012864,41.021,-73.69033,10573,M,83.02,4003,Westchester County,10/30/2019,05:36 PM,05 PM,83.02,4003,Westchester County,361190083024003,008302,Census Tract 83.02,4003,Block 4003
WL19012922,40.93926,-73.77171,10804,M,67.0,2003,Westchester County,11/01/2019,12:32 PM,12 PM,67,2003,Westchester County,361190067002003,006700,Census Tract 67,2003,Block 2003
WL19012951,40.93742,-73.83189,10708,M,46.0,3000,Westchester County,11/02/2019,09:40 AM,09 AM,46,3000,Westchester County,361190046003000,004600,Census Tract 46,3000,Block 3000
WL19012982,40.992779999999996,-73.80303,10583,M,100.0,4035,Westchester County,11/02/2019,08:12 PM,08 PM,100,4035,Westchester County,361190100004035,010000,Census Tract 100,4035,Block 4035
WL19013082,40.93701,-73.7936,10804,M,66.0,1004,Westchester County,11/05/2019,09:03 AM,09 AM,66,1004,Westchester County,361190066001004,006600,Census Tract 66,1004,Block 1004
WL19013103,41.00294,-73.66641,10573,M,80.0,3009,Westchester County,11/05/2019,11:50 AM,11 AM,80,3009,Westchester County,361190080003009,008000,Census Tract 80,3009,Block 3009
WL19013114,41.06397,-73.83530999999999,10591,M,111.01,1009,Westchester County,11/05/2019,01:28 PM,01 PM,111.01,1009,Westchester County,361190111011009,011101,Census Tract 111.01,1009,Block 1009
WL19013187,41.00698,-73.78679,10583,M,100.0,3011,Westchester County,11/06/2019,04:12 PM,04 PM,100,3011,Westchester County,361190100003011,010000,Census Tract 100,3011,Block 3011
WL19013199,40.964040000000004,-73.79602,10804,M,68.01,3042,Westchester County,11/06/2019,08:02 PM,08 PM,68.01,3042,Westchester County,361190068013042,006801,Census Tract 68.01,3042,Block 3042
WL19013256,41.30063,-73.7931,10598,M,148.11,3012,Westchester County,11/08/2019,08:46 AM,08 AM,148.11,3012,Westchester County,361190148113012,014811,Census Tract 148.11,3012,Block 3012
WL19013329,40.93,-73.83491,10552,M,45.0,1001,Westchester County,11/09/2019,01:47 PM,01 PM,45,1001,Westchester County,361190045001001,004500,Census Tract 45,1001,Block 1001
WL19013352,40.94836,-73.76624,10538,M,70.0,4002,Westchester County,11/10/2019,04:33 PM,04 PM,70,4002,Westchester County,361190070004002,007000,Census Tract 70,4002,Block 4002
WL19013381,40.98076,-73.82313,10583,M,21.05,1006,Westchester County,11/11/2019,12:22 PM,12 PM,21.05,1006,Westchester County,361190021051006,002105,Census Tract 21.05,1006,Block 1006
WL19013386,40.92811,-73.81738,10552,M,151.0,1004,Westchester County,11/11/2019,12:47 PM,12 PM,44,1004,Westchester County,361190044001004,004400,Census Tract 44,1004,Block 1004
WL19013475,40.963440000000006,-73.77793,10804,M,68.02,2015,Westchester County,11/13/2019,12:56 PM,12 PM,68.02,2015,Westchester County,361190068022015,006802,Census Tract 68.02,2015,Block 2015
WL19013545,40.94275,-73.7558,10538,M,69.0,3036,Westchester County,11/14/2019,02:02 PM,02 PM,69,3036,Westchester County,361190069003036,006900,Census Tract 69,3036,Block 3036
WL19013551,40.939640000000004,-73.79897,10804,M,68.02,4010,Westchester County,11/14/2019,02:24 PM,02 PM,68.02,4010,Westchester County,361190068024010,006802,Census Tract 68.02,4010,Block 4010
WL19013565,41.06463,-73.85417,10591,M,114.01,2013,Westchester County,11/14/2019,05:15 PM,05 PM,114,2013,Westchester County,361190114002013,011400,Census Tract 114,2013,Block 2013
WL19013584,40.97318,-73.83593,10710,M,21.01,3007,Westchester County,11/15/2019,07:41 AM,07 AM,21.01,3007,Westchester County,361190021013007,002101,Census Tract 21.01,3007,Block 3007
WL19013588,41.08435,-73.77727,10595,M,119.02,2001,Westchester County,11/15/2019,09:13 AM,09 AM,119.02,2001,Westchester County,361190119022001,011902,Census Tract 119.02,2001,Block 2001
WL19013613,41.0648,-73.76655,10603,M,123.01,1026,Westchester County,11/15/2019,11:46 AM,11 AM,123.01,1026,Westchester County,361190123011026,012301,Census Tract 123.01,1026,Block 1026
WL19013616,40.98191,-73.83191,10710,M,21.01,1005,Westchester County,11/15/2019,12:26 PM,12 PM,21.01,1005,Westchester County,361190021011005,002101,Census Tract 21.01,1005,Block 1005
WL19013728,40.9279,-73.83229,10552,M,151.0,3013,Westchester County,11/18/2019,10:34 AM,10 AM,44,3013,Westchester County,361190044003013,004400,Census Tract 44,3013,Block 3013
WL19013822,40.95447,-73.79823,10804,M,68.02,3024,Westchester County,11/19/2019,10:31 PM,10 PM,68.02,3024,Westchester County,361190068023024,006802,Census Tract 68.02,3024,Block 3024
WL19013850,40.929990000000004,-73.83491,10552,M,45.0,1001,Westchester County,11/20/2019,11:51 AM,11 AM,45,1001,Westchester County,361190045001001,004500,Census Tract 45,1001,Block 1001
WL19013864,41.03663,-73.76512,10601,M,89.01,5005,Westchester County,11/20/2019,03:02 PM,03 PM,89.01,5005,Westchester County,361190089015005,008901,Census Tract 89.01,5005,Block 5005
WL19013878,40.945879999999995,-73.8919,10703,M,6.02,4004,Westchester County,11/20/2019,06:57 PM,06 PM,6,4004,Westchester County,361190006004004,000600,Census Tract 6,4004,Block 4004
WL19013899,40.92204,-73.78255,10801,M,65.0,3000,Westchester County,11/21/2019,09:26 AM,09 AM,65,3000,Westchester County,361190065003000,006500,Census Tract 65,3000,Block 3000
WL19013904,40.969770000000004,-73.69237,10580,M,75.0,2002,Westchester County,11/21/2019,10:13 AM,10 AM,75,2002,Westchester County,361190075002002,007500,Census Tract 75,2002,Block 2002
WL19013907,40.91575,-73.79507,10801,M,63.01,1004,Westchester County,11/21/2019,10:22 AM,10 AM,63,1004,Westchester County,361190063001004,006300,Census Tract 63,1004,Block 1004
WL19013921,40.98962,-73.72138000000001,10528,M,85.0,1030,Westchester County,11/21/2019,12:10 PM,12 PM,85,1030,Westchester County,361190085001030,008500,Census Tract 85,1030,Block 1030
WL19013950,40.97937,-73.67841999999999,10580,M,76.0,6001,Westchester County,11/21/2019,11:58 PM,11 PM,76,6001,Westchester County,361190076006001,007600,Census Tract 76,6001,Block 6001
WL19013973,40.910509999999995,-73.8876,10705,M,13.02,3000,Westchester County,11/22/2019,10:52 AM,10 AM,13.02,3000,Westchester County,361190013023000,001302,Census Tract 13.02,3000,Block 3000
WL19014004,41.016659999999995,-73.6852,10573,M,83.02,4007,Westchester County,11/23/2019,10:44 AM,10 AM,83.02,4007,Westchester County,361190083024007,008302,Census Tract 83.02,4007,Block 4007
WL19014022,41.20945,-73.73165,10549,M,130.0,4026,Westchester County,11/23/2019,05:19 PM,05 PM,130,4026,Westchester County,361190130004026,013000,Census Tract 130,4026,Block 4026
WL19014155,41.07208,-73.8589,10591,M,114.01,4018,Westchester County,11/25/2019,03:14 PM,03 PM,114,4018,Westchester County,361190114004018,011400,Census Tract 114,4018,Block 4018
WL19014157,40.91388,-73.87859,10705,M,14.02,2005,Westchester County,11/25/2019,03:28 PM,03 PM,14.02,2005,Westchester County,361190014022005,001402,Census Tract 14.02,2005,Block 2005
WL19014191,40.94996,-73.84873,10710,M,22.03,2004,Westchester County,11/26/2019,07:55 AM,07 AM,22.03,2004,Westchester County,361190022032004,002203,Census Tract 22.03,2004,Block 2004
WL19014202,41.13303,-73.83628,10510,M,132.01,2036,Westchester County,11/26/2019,10:18 AM,10 AM,132.01,2036,Westchester County,361190132012036,013201,Census Tract 132.01,2036,Block 2036
WL19014203,41.18998,-73.87127,10562,M,137.0,1000,Westchester County,11/26/2019,10:19 AM,10 AM,137,1000,Westchester County,361190137001000,013700,Census Tract 137,1000,Block 1000
WL19014222,40.93555,-73.79224,10804,M,67.0,3043,Westchester County,11/26/2019,12:58 PM,12 PM,67,3043,Westchester County,361190067003043,006700,Census Tract 67,3043,Block 3043
WL19014235,41.00196,-73.87563,10706,M,102.0,1006,Westchester County,11/26/2019,03:07 PM,03 PM,102,1006,Westchester County,361190102001006,010200,Census Tract 102,1006,Block 1006
WL19014309,40.97699,-73.77547,10583,M,68.01,2003,Westchester County,11/28/2019,11:12 AM,11 AM,68.01,2003,Westchester County,361190068012003,006801,Census Tract 68.01,2003,Block 2003
WL19014447,40.96816,-73.80989,10709,M,50.02,2011,Westchester County,12/03/2019,08:31 AM,08 AM,50.02,2011,Westchester County,361190050022011,005002,Census Tract 50.02,2011,Block 2011
WL19014479,40.99915,-73.88165,10706,M,103.0,1004,Westchester County,12/03/2019,05:07 PM,05 PM,103,1004,Westchester County,361190103001004,010300,Census Tract 103,1004,Block 1004
WL19014493,40.9707,-73.78125,10804,M,68.01,3009,Westchester County,12/04/2019,09:10 AM,09 AM,68.01,3009,Westchester County,361190068013009,006801,Census Tract 68.01,3009,Block 3009
WL19014498,40.94871,-73.69171,10580,M,76.0,2005,Westchester County,12/04/2019,10:28 AM,10 AM,76,2021,Westchester County,361190076002021,007600,Census Tract 76,2021,Block 2021
WL19014500,40.973279999999995,-73.72162,10528,M,84.03,1010,Westchester County,12/04/2019,10:51 AM,10 AM,84.03,1010,Westchester County,361190084031010,008403,Census Tract 84.03,1010,Block 1010
WL19014504,41.00721,-73.87921999999999,10522,P,104.0,3010,Westchester County,12/04/2019,11:37 AM,11 AM,104,3010,Westchester County,361190104003010,010400,Census Tract 104,3010,Block 3010
WL19014544,40.98336,-73.72174,10528,M,85.0,1033,Westchester County,12/04/2019,10:08 PM,10 PM,85,1033,Westchester County,361190085001033,008500,Census Tract 85,1033,Block 1033
WL19014549,40.90574,-73.79281,10801,M,61.0,3000,Westchester County,12/05/2019,08:40 AM,08 AM,61,3000,Westchester County,361190061003000,006100,Census Tract 61,3000,Block 3000
WL19014551,41.12853,-73.70273,10504,M,123.03,1007,Westchester County,12/05/2019,09:04 AM,09 AM,123.03,1007,Westchester County,361190123031007,012303,Census Tract 123.03,1007,Block 1007
WL19014570,40.974140000000006,-73.8356,10710,P,21.01,3008,Westchester County,12/05/2019,01:18 PM,01 PM,21.01,3008,Westchester County,361190021013008,002101,Census Tract 21.01,3008,Block 3008
WL19014571,40.94811,-73.77764,10804,M,67.0,1008,Westchester County,12/05/2019,01:49 PM,01 PM,67,1008,Westchester County,361190067001008,006700,Census Tract 67,1008,Block 1008
WL19014586,41.3222,-73.77897,10598,P,148.11,4005,Westchester County,12/06/2019,07:10 AM,07 AM,148.11,4005,Westchester County,361190148114005,014811,Census Tract 148.11,4005,Block 4005
WL19014611,40.99713,-73.88283,10706,M,103.0,1004,Westchester County,12/06/2019,11:33 AM,11 AM,103,1004,Westchester County,361190103001004,010300,Census Tract 103,1004,Block 1004
WL19014613,41.02965,-73.78623,10606,P,91.0,2008,Westchester County,12/06/2019,12:02 PM,12 PM,91,2008,Westchester County,361190091002008,009100,Census Tract 91,2008,Block 2008
WL19014614,40.94466,-73.8804,10701,M,16.0,4011,Westchester County,12/06/2019,12:03 PM,12 PM,16,4011,Westchester County,361190016004011,001600,Census Tract 16,4011,Block 4011
WL19014623,40.935829999999996,-73.79234,10804,M,67.0,3043,Westchester County,12/06/2019,02:06 PM,02 PM,67,3043,Westchester County,361190067003043,006700,Census Tract 67,3043,Block 3043
WL19014631,40.9607,-73.68753000000001,10580,P,76.0,3007,Westchester County,12/06/2019,03:42 PM,03 PM,76,3007,Westchester County,361190076003007,007600,Census Tract 76,3007,Block 3007
WL19014643,41.00759,-73.87917,10522,M,104.0,3010,Westchester County,12/07/2019,01:08 AM,01 AM,104,3010,Westchester County,361190104003010,010400,Census Tract 104,3010,Block 3010
WL19014644,40.92131,-73.78979,10801,M,64.0,1006,Westchester County,12/07/2019,02:23 AM,02 AM,64,1006,Westchester County,361190064001006,006400,Census Tract 64,1006,Block 1006
WL19014656,41.0644,-73.76751,10603,P,123.01,1025,Westchester County,12/07/2019,11:02 AM,11 AM,123.01,1025,Westchester County,361190123011025,012301,Census Tract 123.01,1025,Block 1025
XL18005966,40.81532,-73.9306,10451,M,63.01,2036,Bronx County,05/14/2018,08:33 PM,08 PM,63,2031,Bronx County,360050063002031,006300,Census Tract 63,2031,Block 2031
XL19004681,40.91124,-73.9063,10471,M,319.0,1006,Bronx County,04/10/2019,01:59 PM,01 PM,319,1006,Bronx County,360050319001006,031900,Census Tract 319,1006,Block 1006
XL19007996,40.81922,-73.90442,10456,M,77.0,1006,Bronx County,06/23/2019,10:03 AM,10 AM,77,1006,Bronx County,360050077001006,007700,Census Tract 77,1006,Block 1006
XL19009240,40.883790000000005,-73.85306,10466,M,398.0,3001,Bronx County,07/20/2019,10:18 AM,10 AM,398,3001,Bronx County,360050398003001,039800,Census Tract 398,3001,Block 3001
XL19011962,40.82997,-73.86012,10472,P,72.0,1003,Bronx County,09/16/2019,01:48 PM,01 PM,72,1003,Bronx County,360050072001003,007200,Census Tract 72,1003,Block 1003
XL19012109,40.8114,-73.90679,10455,M,35.0,3000,Bronx County,09/19/2019,10:57 AM,10 AM,35,3000,Bronx County,360050035003000,003500,Census Tract 35,3000,Block 3000
XL19013105,40.827659999999995,-73.92604,10451,P,63.02,1004,Bronx County,10/10/2019,11:45 AM,11 AM,63,1004,Bronx County,360050063001004,006300,Census Tract 63,1004,Block 1004
XL19013278,40.81713,-73.90507,10455,M,79.0,1004,Bronx County,10/14/2019,01:07 PM,01 PM,79,1004,Bronx County,360050079001004,007900,Census Tract 79,1004,Block 1004
QL19008987,40.75049,-73.79308,11358,P,1417.0,1000,Queens County,11/26/2019,02:38 PM,02 PM,1417,1000,Queens County,360811417001000,141700,Census Tract 1417,1000,Block 1000
QL19009072,40.75049,-73.79308,11358,P,1417.0,1000,Queens County,11/30/2019,10:40 AM,10 AM,1417,1000,Queens County,360811417001000,141700,Census Tract 1417,1000,Block 1000
XL19013544,40.868970000000004,-73.89477,10468,M,403.03,3001,Bronx County,10/20/2019,10:08 AM,10 AM,403.03,3001,Bronx County,360050403033001,040303,Census Tract 403.03,3001,Block 3001
XL19014233,40.86115,-73.89699999999999,10458,M,237.02,1001,Bronx County,11/03/2019,09:25 AM,09 AM,237.02,1001,Bronx County,360050237021001,023702,Census Tract 237.02,1001,Block 1001
XL19014574,40.82747,-73.92616,10451,M,63.02,1004,Bronx County,11/11/2019,09:03 AM,09 AM,63,1004,Bronx County,360050063001004,006300,Census Tract 63,1004,Block 1004
