TicketNumber,Latitude,Longitude,Zip,ClassificationType,CensusTract,CensusBlock,CountyName,Date,Time,Hour
WL20000628,40.90648,-73.87649,10704,P,15.03,2002,Westchester County,01/15/2020,09:18 AM,09 AM
WL20000629,40.97447,-73.77298,10583,M,98,4010,Westchester County,01/15/2020,09:20 AM,09 AM
WL20000631,41.32705,-73.78889,10598,M,148.11,2005,Westchester County,01/15/2020,10:50 AM,10 AM
WL20000640,40.99884,-73.68457,10573,M,83.01,1012,Westchester County,01/15/2020,12:56 PM,12 PM
WL20000641,41.20966,-73.89543,10520,M,139,3001,Westchester County,01/15/2020,01:05 PM,01 PM
WL20000642,40.96344,-73.77793,10804,M,68.02,2015,Westchester County,01/15/2020,01:07 PM,01 PM
WL20000644,40.95148,-73.73675,10543,P,72,1006,Westchester County,01/15/2020,01:25 PM,01 PM
WL20000648,41.01699,-73.68627,10573,M,83.02,4005,Westchester County,01/15/2020,02:07 PM,02 PM
WL20000649,40.98704,-73.82015,10583,M,107.02,2028,Westchester County,01/15/2020,02:11 PM,02 PM
WL20000650,40.99448,-73.77389,10583,M,99,2001,Westchester County,01/15/2020,02:16 PM,02 PM
WL20000659,40.89964,-73.77505,10805,M,59.02,3002,Westchester County,01/15/2020,03:58 PM,03 PM
WL20000660,41.072,-73.85112,10591,M,114.01,4009,Westchester County,01/15/2020,04:04 PM,04 PM
WL20000662,40.94828,-73.69188,10580,P,76,2021,Westchester County,01/15/2020,04:20 PM,04 PM
WL20000664,40.99448,-73.77389,10583,M,99,2001,Westchester County,01/15/2020,04:45 PM,04 PM
WL20000665,41.01612,-73.83939,10502,P,106,1020,Westchester County,01/15/2020,04:55 PM,04 PM
WL20000668,40.94948,-73.8197,10707,P,51,4003,Westchester County,01/15/2020,05:48 PM,05 PM
WL20000673,41.00466,-73.83922,10502,P,106,3036,Westchester County,01/15/2020,06:39 PM,06 PM
WL20000680,41.00645,-73.87315,10522,P,105,5014,Westchester County,01/15/2020,09:11 PM,09 PM
WL20000683,40.96796,-73.7849,10804,M,68.01,3024,Westchester County,01/15/2020,10:00 PM,10 PM
XL20000779,40.84379,-73.86823,10460,P,240,2000,Bronx County,01/15/2020,01:22 PM,01 PM
XL20000787,40.84491,-73.86764,10462,P,236,1001,Bronx County,01/15/2020,02:50 PM,02 PM
ML20000808,40.72595,-73.98331,10009,M,32,7002,New York County,01/16/2020,08:31 AM,08 AM
QL20000534,40.75499,-73.93215,11101,P,51,2004,Queens County,01/16/2020,07:25 AM,07 AM
QL20000535,40.73309,-73.76275,11364,P,1291.03,3009,Queens County,01/16/2020,07:42 AM,07 AM
QL20000556,40.73042,-73.71305,11426,M,1617,3002,Queens County,01/16/2020,01:22 PM,01 PM
QL20000560,40.73105,-73.78279,11366,M,1333,3002,Queens County,01/16/2020,01:54 PM,01 PM
WL20000697,40.97806,-73.80818,10583,M,50.02,2000,Westchester County,01/16/2020,09:16 AM,09 AM
WL20000698,41.21058,-73.8822,10520,P,139,2000,Westchester County,01/16/2020,09:29 AM,09 AM
WL20000708,40.95943,-73.83322,10710,M,21.04,1003,Westchester County,01/16/2020,11:11 AM,11 AM
WL20000714,40.99557,-73.78908,10583,M,99,3004,Westchester County,01/16/2020,12:58 PM,12 PM
WL20000721,41.21434,-73.89859,10520,P,139,3000,Westchester County,01/16/2020,02:23 PM,02 PM
WL20000733,40.97367,-73.7155,10528,P,84.03,2015,Westchester County,01/16/2020,06:44 PM,06 PM
XL20000862,40.82,-73.916,10455,P,67,6000,Bronx County,01/16/2020,04:40 PM,04 PM
XL20000880,40.83723,-73.88807,10460,M,155,1000,Bronx County,01/17/2020,01:17 AM,01 AM
ML20000889,40.75472,-73.97591,10017,M,92,1005,New York County,01/17/2020,04:10 PM,04 PM
QL20000574,40.69283,-73.79516,11433,P,260,2002,Queens County,01/17/2020,05:35 AM,05 AM
QL20000579,40.72639,-73.71891,11426,P,1617,4008,Queens County,01/17/2020,09:58 AM,09 AM
QL20000584,40.77715,-73.89785,11105,P,123.01,2004,Queens County,01/17/2020,11:13 AM,11 AM
QL20000589,40.77381,-73.89957,11105,P,123.01,2008,Queens County,01/17/2020,11:49 AM,11 AM
QL20000606,40.75158,-73.71459,11004,P,1551.03,6000,Queens County,01/17/2020,04:03 PM,04 PM
QL20000611,40.7223,-73.81034,11367,P,779.04,1003,Queens County,01/17/2020,06:07 PM,06 PM
WL20000747,41.06257,-73.79985,10523,M,110,1025,Westchester County,01/17/2020,11:29 AM,11 AM
WL20000748,40.96647,-73.73571,10543,M,73,2022,Westchester County,01/17/2020,11:48 AM,11 AM
WL20000752,40.97542,-73.77712,10583,M,68.01,2001,Westchester County,01/17/2020,12:57 PM,12 PM
WL20000753,40.99355,-73.71708,10528,M,85,1008,Westchester County,01/17/2020,01:32 PM,01 PM
WL20000759,41.05955,-73.85329,10591,M,114.02,1001,Westchester County,01/17/2020,06:05 PM,06 PM
WL20000768,40.98109,-73.81257,10583,P,49,1004,Westchester County,01/18/2020,12:54 AM,12 AM
XL20000887,40.81643,-73.91178,10455,P,71,2006,Bronx County,01/17/2020,11:06 AM,11 AM
ML20000921,40.78844,-73.94906,10029,M,166,6000,New York County,01/18/2020,08:52 AM,08 AM
ML20000926,40.74754,-73.98836,10001,M,76,2001,New York County,01/18/2020,09:46 AM,09 AM
ML20000950,40.78744,-73.98047,10024,P,171,5000,New York County,01/18/2020,05:08 PM,05 PM
QL20000622,40.75207,-73.70254,11040,M,1551.04,3017,Queens County,01/18/2020,09:48 AM,09 AM
QL20000625,40.74618,-73.70271,11040,P,1579.01,2001,Queens County,01/18/2020,10:08 AM,10 AM
QL20000628,40.74569,-73.98447,10016,M,74,3001,New York County,01/18/2020,10:53 AM,10 AM
QL20000630,40.71923,-73.79351,11432,M,1267,1004,Queens County,01/18/2020,11:18 AM,11 AM
QL20000631,40.71913,-73.82339,11367,M,779.03,3002,Queens County,01/18/2020,11:42 AM,11 AM
QL20000634,40.75925,-73.79199,11358,P,1175,4006,Queens County,01/18/2020,02:36 PM,02 PM
WL20000772,40.91631,-73.84677,10550,P,37,3007,Westchester County,01/18/2020,08:37 AM,08 AM
WL20000797,40.91879,-73.81687,10552,P,151,2003,Westchester County,01/18/2020,02:28 PM,02 PM
WL20000802,40.91224,-73.88881,10705,P,13.02,3002,Westchester County,01/18/2020,10:08 PM,10 PM
XL20000925,40.84653,-73.78992,10464,M,516.01,2006,Bronx County,01/18/2020,10:31 AM,10 AM
XL20000931,40.84784,-73.78431,10464,P,516.01,3003,Bronx County,01/18/2020,11:57 AM,11 AM
ML20000967,40.72233,-73.98624,10002,M,30.02,2003,New York County,01/19/2020,04:06 AM,04 AM
ML20000994,40.83122,-73.94806,10031,M,237,3005,New York County,01/19/2020,06:26 PM,06 PM
ML20000998,40.76813,-73.96809,10065,P,122,1003,New York County,01/19/2020,07:21 PM,07 PM
QL20000644,40.71608,-73.81383,11435,P,779.05,1009,Queens County,01/19/2020,09:37 AM,09 AM
WL20000812,41.18726,-73.73085,10549,M,130,2027,Westchester County,01/19/2020,01:52 PM,01 PM
QL20000685,40.7397,-73.70522,11004,M,1579.01,5005,Queens County,01/20/2020,04:14 PM,04 PM
QL20000689,40.6892,-73.78178,11434,M,280,1005,Queens County,01/20/2020,05:27 PM,05 PM
QL20000691,40.72968,-73.82192,11367,P,779.06,2004,Queens County,01/20/2020,05:41 PM,05 PM
QL20000692,40.78516,-73.78459,11360,P,997.05,1010,Queens County,01/20/2020,05:44 PM,05 PM
WL20000830,40.94718,-73.86227,10701,M,17.02,2015,Westchester County,01/20/2020,10:57 AM,10 AM
XL20000977,40.84665,-73.78546,10464,P,516.01,3007,Bronx County,01/20/2020,09:07 AM,09 AM
XL20000985,40.84399,-73.78771,10464,P,516.01,4001,Bronx County,01/20/2020,12:05 PM,12 PM
ML20001007,40.75231,-73.97407,10017,P,92,1015,New York County,01/20/2020,09:30 AM,09 AM
ML20001013,40.77522,-73.98039,10023,P,153.01,6000,New York County,01/20/2020,11:37 AM,11 AM
QL20000671,40.72947,-73.82538,11367,P,779.02,5000,Queens County,01/20/2020,12:35 PM,12 PM
ML20001063,40.81317,-73.93735,10037,P,212,2001,New York County,01/21/2020,09:15 AM,09 AM
ML20001074,40.75723,-73.99723,10036,P,117,1016,New York County,01/21/2020,10:57 AM,10 AM
ML20001082,40.81001,-73.93964,10037,P,208,1001,New York County,01/21/2020,12:24 PM,12 PM
ML20001090,40.76124,-73.97089,10022,P,112.03,2002,New York County,01/21/2020,01:30 PM,01 PM
ML20001099,40.76449,-73.99717,10036,P,129.02,1002,New York County,01/21/2020,03:25 PM,03 PM
QL20000707,40.72355,-73.82589,11367,P,779.02,3003,Queens County,01/21/2020,10:58 AM,10 AM
QL20000709,40.70992,-73.79492,11432,M,460,2000,Queens County,01/21/2020,11:43 AM,11 AM
QL20000711,40.72528,-73.82362,11367,M,779.02,2002,Queens County,01/21/2020,12:21 PM,12 PM
QL20000718,40.71913,-73.82339,11367,P,779.03,3002,Queens County,01/21/2020,01:58 PM,01 PM
QL20000721,40.75941,-73.79003,11358,M,1181,2003,Queens County,01/21/2020,02:34 PM,02 PM
QL20000723,40.73972,-73.70522,11004,M,1579.01,5005,Queens County,01/21/2020,02:58 PM,02 PM
QL20000725,40.74016,-73.83023,11367,M,803.02,2003,Queens County,01/21/2020,03:50 PM,03 PM
WL20000877,40.98813,-73.76661,10583,M,98,2024,Westchester County,01/21/2020,10:22 AM,10 AM
WL20000881,40.90887,-73.81178,10803,M,54,2002,Westchester County,01/21/2020,10:39 AM,10 AM
WL20000883,41.26094,-73.94085,10511,P,140,1019,Westchester County,01/21/2020,11:15 AM,11 AM
WL20000886,41.10326,-73.79286,10532,P,120,2022,Westchester County,01/21/2020,11:27 AM,11 AM
WL20000892,40.98197,-73.8076,10583,M,50.01,2011,Westchester County,01/21/2020,12:39 PM,12 PM
WL20000894,40.99508,-73.75793,10583,M,98,2000,Westchester County,01/21/2020,01:16 PM,01 PM
WL20000898,41.03841,-73.86848,10533,M,113,4003,Westchester County,01/21/2020,01:56 PM,01 PM
WL20000899,41.2601,-73.93471,10511,M,140,2002,Westchester County,01/21/2020,01:58 PM,01 PM
WL20000902,40.93406,-73.73362,10543,P,72,4006,Westchester County,01/21/2020,03:06 PM,03 PM
WL20000903,40.97927,-73.80277,10583,M,50.01,2026,Westchester County,01/21/2020,03:09 PM,03 PM
WL20000917,41.04792,-73.81035,10523,M,112,2040,Westchester County,01/21/2020,05:51 PM,05 PM
WL20000919,40.99508,-73.75793,10583,M,98,2000,Westchester County,01/21/2020,06:36 PM,06 PM
WL20000924,40.90537,-73.81209,10803,M,54,2025,Westchester County,01/21/2020,09:54 PM,09 PM
WL20000925,40.98664,-73.80268,10583,P,101,3027,Westchester County,01/21/2020,10:13 PM,10 PM
XL20001012,40.85968,-73.86036,10469,M,324,1002,Bronx County,01/21/2020,09:20 AM,09 AM
XL20001015,40.84219,-73.78621,10464,P,516.01,4005,Bronx County,01/21/2020,10:18 AM,10 AM
XL20001027,40.82795,-73.92578,10451,M,195,2004,Bronx County,01/21/2020,01:25 PM,01 PM
XL20001030,40.85412,-73.79056,10464,M,516.01,1004,Bronx County,01/21/2020,01:37 PM,01 PM
XL20001038,40.85527,-73.79117,10464,P,516.01,1004,Bronx County,01/21/2020,03:55 PM,03 PM
XL20001047,40.82248,-73.89688,10459,P,129.01,1005,Bronx County,01/21/2020,07:20 PM,07 PM
ML20001148,40.76387,-73.97012,10022,P,114.01,1003,New York County,01/22/2020,09:17 AM,09 AM
ML20001153,40.78844,-73.94906,10029,M,166,6000,New York County,01/22/2020,09:53 AM,09 AM
ML20001158,40.72605,-73.9949,10012,P,55.02,2006,New York County,01/22/2020,11:58 AM,11 AM
ML20001161,40.77428,-73.96332,10021,M,130,1000,New York County,01/22/2020,12:14 PM,12 PM
ML20001163,40.71679,-73.9894,10002,P,18,1001,New York County,01/22/2020,01:05 PM,01 PM
ML20001176,40.83146,-73.94863,10031,P,237,3005,New York County,01/22/2020,05:43 PM,05 PM
QL20000739,40.7618,-73.77571,11361,M,1467,3000,Queens County,01/22/2020,06:45 AM,06 AM
QL20000740,40.74764,-73.73068,11362,P,1529.01,1000,Queens County,01/22/2020,08:47 AM,08 AM
QL20000742,40.74001,-73.70497,11004,M,1579.01,4005,Queens County,01/22/2020,09:06 AM,09 AM
QL20000744,40.7743,-73.92726,11102,M,83,1001,Queens County,01/22/2020,09:18 AM,09 AM
QL20000754,40.74071,-73.83014,11367,M,803.02,2002,Queens County,01/22/2020,10:42 AM,10 AM
QL20000756,40.74054,-73.82813,11367,P,803.02,2001,Queens County,01/22/2020,11:18 AM,11 AM
QL20000764,40.75691,-73.80162,11358,M,1193,1006,Queens County,01/22/2020,12:52 PM,12 PM
QL20000775,40.7471,-73.83313,11355,P,803.01,1003,Queens County,01/22/2020,02:29 PM,02 PM
QL20000797,40.73179,-73.79684,11365,P,1247,2003,Queens County,01/22/2020,10:45 PM,10 PM
WL20000929,41.05364,-73.81269,10523,M,112,3025,Westchester County,01/22/2020,05:37 AM,05 AM
WL20000935,41.29517,-73.89268,10566,M,144,3016,Westchester County,01/22/2020,09:12 AM,09 AM
WL20000937,40.99306,-73.78542,10583,M,99,3003,Westchester County,01/22/2020,09:20 AM,09 AM
WL20000940,40.96552,-73.6928,10580,M,75,2005,Westchester County,01/22/2020,09:32 AM,09 AM
WL20000941,41.0259,-73.68787,10573,M,83.02,2002,Westchester County,01/22/2020,09:54 AM,09 AM
WL20000947,40.9368,-73.74718,10538,M,69,4005,Westchester County,01/22/2020,10:33 AM,10 AM
WL20000948,41.05362,-73.86093,10591,M,114.02,1041,Westchester County,01/22/2020,10:40 AM,10 AM
WL20000949,41.02311,-73.68688,10573,M,83.02,2002,Westchester County,01/22/2020,10:44 AM,10 AM
WL20000950,41.01893,-73.86753,10522,M,104,1007,Westchester County,01/22/2020,10:49 AM,10 AM
WL20000951,40.98916,-73.73023,10528,M,85,1015,Westchester County,01/22/2020,10:52 AM,10 AM
WL20000958,41.21163,-73.87905,10520,P,139,1005,Westchester County,01/22/2020,11:44 AM,11 AM
WL20000962,41.01997,-73.86876,10522,P,104,1005,Westchester County,01/22/2020,12:46 PM,12 PM
WL20000963,41.00672,-73.69117,10573,M,83.02,4033,Westchester County,01/22/2020,12:53 PM,12 PM
WL20000966,41.2125,-73.87627,10520,M,138,2035,Westchester County,01/22/2020,01:39 PM,01 PM
WL20000967,41.02696,-73.8239,10530,M,111.02,2002,Westchester County,01/22/2020,01:58 PM,01 PM
WL20000968,41.02904,-73.68697,10573,P,83.02,3026,Westchester County,01/22/2020,02:03 PM,02 PM
WL20000970,41.07208,-73.8589,10591,M,114.01,4018,Westchester County,01/22/2020,03:10 PM,03 PM
WL20000983,40.95529,-73.71629,10543,M,74.02,2000,Westchester County,01/22/2020,05:56 PM,05 PM
WL20000988,41.02146,-73.76533,10605,M,95,3009,Westchester County,01/22/2020,10:02 PM,10 PM
XL20001068,40.84815,-73.92021,10453,P,215.01,3000,Bronx County,01/22/2020,11:14 AM,11 AM
XL20001075,40.87391,-73.84882,10469,P,364,2001,Bronx County,01/22/2020,12:49 PM,12 PM
ML20001192,40.75567,-73.97721,10017,P,94,1005,New York County,01/23/2020,08:30 AM,08 AM
ML20001206,40.80522,-73.95479,10026,P,201.02,1000,New York County,01/23/2020,10:49 AM,10 AM
ML20001225,40.79911,-73.95927,10025,P,193,2000,New York County,01/23/2020,03:01 PM,03 PM
ML20001237,40.79631,-73.94601,10029,P,174.02,1000,New York County,01/23/2020,05:17 PM,05 PM
ML20001252,40.70933,-74.00187,10038,P,15.01,3002,New York County,01/23/2020,09:45 PM,09 PM
ML20001257,40.75341,-73.99632,10001,M,111,2005,New York County,01/23/2020,11:53 PM,11 PM
QL20000807,40.748310000000004,-73.77503,11364,M,1409.01,1001,Queens County,01/23/2020,06:19 AM,06 AM
QL20000811,40.76449,-73.82318,11354,P,1163.01,5000,Queens County,01/23/2020,09:30 AM,09 AM
QL20000814,40.74571,-73.71757,11004,P,1551.04,4005,Queens County,01/23/2020,10:00 AM,10 AM
QL20000817,40.76651,-73.92874,11106,P,77,1000,Queens County,01/23/2020,10:38 AM,10 AM
QL20000818,40.76269,-73.83298,11354,M,869,1009,Queens County,01/23/2020,10:38 AM,10 AM
QL20000822,40.75883,-73.83227,11354,P,871,2010,Queens County,01/23/2020,12:13 PM,12 PM
QL20000830,40.76061,-73.83366,11354,P,871,2007,Queens County,01/23/2020,03:08 PM,03 PM
QL20000831,40.73181,-73.78443,11366,P,1333,2005,Queens County,01/23/2020,03:27 PM,03 PM
QL20000835,40.74197,-73.75961,11364,M,1367,2000,Queens County,01/23/2020,04:24 PM,04 PM
WL20000322,40.95959,-73.81015,10709,P,51,3002,Westchester County,01/08/2020,10:34 AM,10 AM
WL20000997,41.02103,-73.76524,10605,M,95,3009,Westchester County,01/23/2020,09:08 AM,09 AM
WL20000999,41.13162,-73.79803,10570,P,122.02,5032,Westchester County,01/23/2020,09:15 AM,09 AM
WL20001000,41.01996,-73.83481,10502,M,106,1015,Westchester County,01/23/2020,09:20 AM,09 AM
WL20001003,40.96918,-73.68879,10580,M,76,5008,Westchester County,01/23/2020,09:58 AM,09 AM
WL20001007,41.03944,-73.86475,10533,M,113,1001,Westchester County,01/23/2020,10:16 AM,10 AM
WL20001012,41.17232,-73.86613,10562,M,136,2008,Westchester County,01/23/2020,10:44 AM,10 AM
WL20001018,41.01922,-73.82065,10530,M,108.01,2002,Westchester County,01/23/2020,11:33 AM,11 AM
WL20001022,41.06524,-73.84049,10591,M,111.01,1007,Westchester County,01/23/2020,12:20 PM,12 PM
WL20001024,41.17201,-73.86587,10562,P,136,2008,Westchester County,01/23/2020,01:04 PM,01 PM
WL20001028,40.96812,-73.72247,10528,M,84.03,1023,Westchester County,01/23/2020,02:46 PM,02 PM
WL20001031,41.29289,-73.90696,10566,M,143,2003,Westchester County,01/23/2020,03:09 PM,03 PM
WL20001032,41.00833,-73.78125,10583,M,99,1008,Westchester County,01/23/2020,03:50 PM,03 PM
WL20001033,41.05784,-73.81695,10523,M,112,4035,Westchester County,01/23/2020,04:18 PM,04 PM
WL20001034,41.01176,-73.73972,10605,P,97.03,4000,Westchester County,01/23/2020,04:26 PM,04 PM
WL20001040,40.96714,-73.80937,10709,P,50.02,2030,Westchester County,01/23/2020,06:13 PM,06 PM
WL20001041,40.96826,-73.78429,10804,P,68.01,3024,Westchester County,01/23/2020,06:31 PM,06 PM
WL20001044,40.95022,-73.82695,10707,M,48.02,3006,Westchester County,01/23/2020,08:17 PM,08 PM
XL20001107,40.84453,-73.92069,10452,P,213.02,2002,Bronx County,01/23/2020,09:05 AM,09 AM
XL20001110,40.89138,-73.8364,10466,P,456,1004,Bronx County,01/23/2020,09:41 AM,09 AM
XL20001143,40.84453,-73.92069,10452,M,213.02,2002,Bronx County,01/23/2020,08:43 PM,08 PM
ML20001262,40.71115,-74.00065,10038,M,27,1008,New York County,01/24/2020,08:38 AM,08 AM
ML20001275,40.74569,-73.98447,10016,M,74,3001,New York County,01/24/2020,10:42 AM,10 AM
ML20001292,40.78736,-73.97832,10024,M,171,3001,New York County,01/24/2020,01:07 PM,01 PM
ML20001299,40.75632,-73.97775,10017,P,94,1002,New York County,01/24/2020,03:42 PM,03 PM
ML20001301,40.71393,-73.99173,10002,M,6,1000,New York County,01/24/2020,04:05 PM,04 PM
ML20001310,40.73866,-73.98854,10003,P,52,1001,New York County,01/24/2020,07:59 PM,07 PM
QL20000856,40.74453,-73.83246,11355,M,803.01,2003,Queens County,01/24/2020,10:35 AM,10 AM
QL20000860,40.73198,-73.81648,11367,P,809,6000,Queens County,01/24/2020,10:53 AM,10 AM
QL20000863,40.75257,-73.82941,11355,P,797.02,1002,Queens County,01/24/2020,11:28 AM,11 AM
QL20000873,40.7421,-73.7212,11426,P,1571.01,4005,Queens County,01/24/2020,02:08 PM,02 PM
QL20000881,40.74209,-73.77583,11365,M,1347.02,2001,Queens County,01/24/2020,04:55 PM,04 PM
QL20000886,40.71876,-73.80248,11432,P,1267,3003,Queens County,01/24/2020,07:00 PM,07 PM
QL20000892,40.74571,-73.71756,11004,P,1551.04,4005,Queens County,01/24/2020,11:28 PM,11 PM
WL20001047,40.98517,-73.83343,10710,M,21.01,2000,Westchester County,01/24/2020,08:25 AM,08 AM
WL20001048,41.30052,-73.91008,10566,P,144,2000,Westchester County,01/24/2020,08:35 AM,08 AM
QL20000851,40.73315,-73.72334,11426,P,1571.02,1002,Queens County,01/24/2020,08:01 AM,08 AM
WL20001049,41.01182,-73.84832,10502,P,106,3008,Westchester County,01/24/2020,08:40 AM,08 AM
WL20001050,40.9891,-73.81781,10583,M,107.02,2017,Westchester County,01/24/2020,08:50 AM,08 AM
WL20001052,40.94861,-73.7723,10804,M,67,1012,Westchester County,01/24/2020,09:47 AM,09 AM
WL20001055,41.32557,-73.801,10598,M,148.10,2000,Westchester County,01/24/2020,10:19 AM,10 AM
WL20001058,40.95542,-73.71126,10580,M,75,3012,Westchester County,01/24/2020,10:28 AM,10 AM
WL20001064,40.95166,-73.87072,10701,M,17.01,6007,Westchester County,01/24/2020,11:26 AM,11 AM
WL20001068,41.01259,-73.76034,10605,M,97.01,2003,Westchester County,01/24/2020,11:39 AM,11 AM
WL20001069,40.98278,-73.82246,10583,M,21.05,2019,Westchester County,01/24/2020,11:51 AM,11 AM
WL20001072,41.19803,-73.72846,10549,P,130,2001,Westchester County,01/24/2020,12:12 PM,12 PM
WL20001079,41.01527,-73.77542,10606,M,96,4011,Westchester County,01/24/2020,01:32 PM,01 PM
WL20001080,41.03758,-73.831,10607,M,111.01,4019,Westchester County,01/24/2020,01:36 PM,01 PM
WL20001090,40.94893,-73.81463,10709,P,52,4001,Westchester County,01/24/2020,03:58 PM,03 PM
WL20001093,41.01182,-73.84832,10502,P,106,3008,Westchester County,01/24/2020,04:32 PM,04 PM
WL20001094,40.96794,-73.80995,10709,P,50.02,2011,Westchester County,01/24/2020,04:32 PM,04 PM
WL20001095,41.00154,-73.75762,10605,M,97.01,3018,Westchester County,01/24/2020,04:54 PM,04 PM
WL20001101,41.13985,-73.83173,10510,M,132.01,1007,Westchester County,01/24/2020,06:05 PM,06 PM
WL20001104,40.99819,-73.7703,10583,M,99,2001,Westchester County,01/24/2020,07:09 PM,07 PM
XL20001160,40.89513,-73.90697,10471,M,335,1004,Bronx County,01/24/2020,08:17 AM,08 AM
XL20001175,40.84661,-73.90651,10457,P,229.01,5000,Bronx County,01/24/2020,11:16 AM,11 AM
QL20000876,40.7319,-73.817,11367,P,809,6000,Queens County,01/24/2020,03:00 PM,03 PM
WL20001063,41.21718,-73.87187,10520,P,139,1001,Westchester County,01/24/2020,11:15 AM,11 AM
ML20001356,40.73491,-73.9971,10011,M,63,2000,New York County,01/25/2020,07:16 PM,07 PM
ML20001365,40.79094,-73.97869,10024,P,175,2000,New York County,01/25/2020,09:49 PM,09 PM
QL20000894,40.78001,-73.77436,11360,M,997.03,3003,Queens County,01/25/2020,09:12 AM,09 AM
QL20000895,40.71798,-73.75765,11427,M,484,1000,Queens County,01/25/2020,11:29 AM,11 AM
QL20000902,40.71458,-73.80711,11432,P,450,1007,Queens County,01/25/2020,04:15 PM,04 PM
WL20001110,41.00721,-73.87922,10522,M,104,3010,Westchester County,01/25/2020,07:57 AM,07 AM
WL20001113,40.96816,-73.73571,10543,P,73,2010,Westchester County,01/25/2020,09:02 AM,09 AM
WL20001115,41.05441,-73.81925,10523,M,112,1003,Westchester County,01/25/2020,09:47 AM,09 AM
WL20001116,40.96779,-73.73656,10543,M,73,2011,Westchester County,01/25/2020,10:15 AM,10 AM
WL20001117,40.91471,-73.87366,10704,P,14.02,1007,Westchester County,01/25/2020,11:14 AM,11 AM
WL20001126,40.93732,-73.76862,10804,P,67,2017,Westchester County,01/25/2020,06:35 PM,06 PM
WL20001127,40.97409,-73.77756,10804,M,68.01,3002,Westchester County,01/25/2020,06:41 PM,06 PM
WL20001129,40.91058,-73.88849,10705,M,13.02,3000,Westchester County,01/25/2020,06:54 PM,06 PM
WL20001130,41.12998,-73.79768,10570,P,118,3039,Westchester County,01/25/2020,07:40 PM,07 PM
ML20001386,40.73605,-74.00083,10011,P,71,4000,New York County,01/26/2020,12:24 PM,12 PM
ML20001388,40.75341,-73.99632,10001,M,111,2005,New York County,01/26/2020,01:10 PM,01 PM
ML20001390,40.70459,-74.0094,10004,M,7,1024,New York County,01/26/2020,02:05 PM,02 PM
ML20001393,40.77053,-73.96844,10065,M,143,1033,New York County,01/26/2020,03:51 PM,03 PM
ML20001395,40.79239,-73.96418,10025,P,185,3000,New York County,01/26/2020,04:23 PM,04 PM
ML20001405,40.83473,-73.94068,10032,P,245,6001,New York County,01/26/2020,07:41 PM,07 PM
QL20000912,40.75295,-73.8217,11355,P,845,1000,Queens County,01/26/2020,12:27 PM,12 PM
WL20001139,41.02204,-73.80016,10530,M,108.03,2018,Westchester County,01/26/2020,08:03 AM,08 AM
WL20001140,40.90091,-73.78367,10805,M,57.02,2004,Westchester County,01/26/2020,08:19 AM,08 AM
WL20001145,40.95001,-73.70734,10580,M,75,3010,Westchester County,01/26/2020,09:10 AM,09 AM
WL20001147,40.97432,-73.77094,10583,M,98,4010,Westchester County,01/26/2020,09:39 AM,09 AM
WL20001152,41.17178,-73.78592,10514,M,131.04,4006,Westchester County,01/26/2020,11:27 AM,11 AM
WL20001158,40.91058,-73.88849,10705,M,13.02,3000,Westchester County,01/26/2020,12:44 PM,12 PM
WL20001162,41.1336,-73.82921,10510,M,132.01,2038,Westchester County,01/26/2020,02:25 PM,02 PM
WL20001166,41.12644,-73.71192,10504,M,123.03,1035,Westchester County,01/26/2020,03:24 PM,03 PM
WL20001179,41.01478,-73.73458,10605,P,97.03,1015,Westchester County,01/26/2020,06:17 PM,06 PM
WL20001181,40.94272,-73.85485,10701,M,23,2000,Westchester County,01/26/2020,07:17 PM,07 PM
WL20001183,41.02009,-73.66595,10573,M,82,3006,Westchester County,01/26/2020,07:37 PM,07 PM
XL20001277,40.80076,-73.91314,10454,P,19.02,3027,Bronx County,01/26/2020,10:03 AM,10 AM
ML20001424,40.78388,-73.98219,10024,P,163,1005,New York County,01/27/2020,07:30 AM,07 AM
ML20001457,40.76298,-73.97608,10019,P,112.01,1003,New York County,01/27/2020,03:18 PM,03 PM
ML20001468,40.7116,-73.99425,10002,M,8,6012,New York County,01/27/2020,07:07 PM,07 PM
ML20001472,40.70946,-74.00171,10038,M,15.01,3002,New York County,01/27/2020,08:26 PM,08 PM
QL20000923,40.74799,-73.71002,11004,M,1579.01,6017,Queens County,01/27/2020,05:31 AM,05 AM
QL20000924,40.75033,-73.72031,11004,P,1551.03,5000,Queens County,01/27/2020,06:31 AM,06 AM
QL20000927,40.75853,-73.94157,11101,M,85,1008,Queens County,01/27/2020,09:01 AM,09 AM
QL20000934,40.7517,-73.71309,11005,P,1551.03,6000,Queens County,01/27/2020,11:35 AM,11 AM
QL20000939,40.74895,-73.77533,11364,P,1409.01,1001,Queens County,01/27/2020,11:54 AM,11 AM
QL20000941,40.76097,-73.80768,11358,P,1167,1011,Queens County,01/27/2020,12:33 PM,12 PM
QL20000950,40.76324,-73.79255,11358,P,1139,2005,Queens County,01/27/2020,01:53 PM,01 PM
QL20000963,40.77487,-73.91664,11105,P,97,4001,Queens County,01/27/2020,10:27 PM,10 PM
WL20001193,40.91062,-73.82962,10550,M,32,1006,Westchester County,01/27/2020,08:02 AM,08 AM
WL20001200,40.95516,-73.72869,10543,M,74.01,3004,Westchester County,01/27/2020,09:17 AM,09 AM
WL20001204,41.31044,-73.87659,10567,M,147.03,1003,Westchester County,01/27/2020,10:20 AM,10 AM
